@relation out

@attribute Airline {US,AA,AS,CO,DL,B6,HA,OO,9E,OH,EV,XE,YV,UA,MQ,FL,F9,WN}
@attribute Flight numeric
@attribute AirportFrom {'PHX','LAX','SFO','ANC','LAS','SLC','DEN','ONT','FAI','BQN','PSE','HNL','BIS','IYK','EWR','BOS','MKE','GFK','OMA','GSO','LMT','SEA','MCO','TPA','DLH','MSP','FAR','MFE','MSY','VPS','BWI','MAF','LWS','RST','ALB','DSM','CHS','MSN','JAX','SAT','PNS','BHM','LIT','SAV','BNA','ICT','ECP','DHN','MGM','CAE','PWM','ACV','EKO','PHL','ATL','PDX','RIC','BTR','HRL','MYR','TUS','SBN','CAK','TVC','CLE','ORD','DAY','MFR','BTV','TLH','TYS','DFW','FLL','AUS','CHA','CMH','LRD','BRO','CRP','LAN','PVD','FWA','JFK','LGA','OKC','PIT','PBI','ORF','DCA','AEX','SYR','SHV','VLD','BDL','FAT','BZN','RDM','LFT','IPL','EAU','ERI','BUF','IAH','MCI','AGS','ABI','GRR','LBB','CLT','LEX','MBS','MOD','AMA','SGF','AZO','ABE','SWF','BGM','AVP','FNT','GSP','ATW','ITH','TUL','COS','ELP','ABQ','SMF','STL','IAD','DTW','RDU','RSW','OAK','ROC','IND','CVG','MDW','SDF','ABY','TRI','XNA','ROA','MLI','LYH','EVV','HPN','FAY','EWN','CSG','GPT','MLU','MOB','OAJ','CHO','ILM','BMI','PHF','ACY','JAN','CID','GRK','HOU','CRW','HTS','PSC','BOI','SBP','CLD','PSP','SBA','MEM','MRY','GEG','RDD','PAH','CMX','SPI','EUG','CIC','PIH','SGU','COD','MIA','MHT','GRB','FSD','SJU','AVL','BFL','RAP','DRO','PIA','OGG','SIT','TXK','RNO','DAL','SCE','MEI','MDT','FCA','SJC','KOA','PLN','SAN','GNV','HLN','GJT','CPR','FSM','CMI','GTF','HDN','ITO','MTJ','HSV','BTM','BIL','COU','MSO','SMX','TWF','ISP','GCC','LIH','LNK','DAB','SNA','MQT','LGB','CWA','LSE','BUR','ACT','MHK','MOT','IDA','SUN','GTR','MLB','SRQ','JAC','ASE','LCH','JNU','ROW','BQK','YUM','FLG','EGE','GUC','EYW','RKS','BGR','ELM','ADQ','OTZ','OTH','STT','KTN','BET','SJT','CDC','CEC','SPS','SCC','STX','OME','MKG','WRG','TYR','BRW','GGG','PSG','BKG','YAK','CLL','SAF','CYS','LWB','CDV','FLO','BLI','DBQ','TOL','UTM','PIE','ADK','ABR','TEX','MMH','GUM'}
@attribute AirportTo {'CLT','DFW','SEA','IAH','MSP','DTW','ORD','ATL','PDX','JFK','SLC','HNL','PHX','MCO','OGG','LAX','KOA','ITO','SFO','MIA','IAD','SMF','PHL','LIH','DEN','LGA','MEM','CVG','YUM','CWA','MKE','BQN','FAI','LAS','ANC','BOS','LGB','FLL','SJU','EWR','DCA','BWI','RDU','MCI','TYS','SAN','ONT','OAK','MDW','BNA','DAL','CLE','JAX','JNU','RNO','ELP','SAT','OTZ','MBS','BDL','STL','HOU','AUS','SNA','SJC','LIT','TUS','TUL','CMH','LAN','IND','AMA','CRP','PIT','RKS','FWA','TPA','PBI','JAN','DSM','ADQ','GRB','PVD','ABQ','SDF','RSW','MSY','BUR','BOI','TLH','BHM','ACV','ORF','BET','KTN','RIC','SRQ','BTR','XNA','MHT','GRR','SBN','SBA','ROA','CID','GPT','MFR','SGU','HPN','OMA','OTH','GSP','LMT','BUF','MSN','BFL','CAE','HRL','OKC','SYR','COS','BTV','CDC','SCC','DAY','SJT','TVC','ROC','ISP','MRY','SBP','MLI','MOB','CIC','SAV','FAT','EKO','GEG','ECP','LFT','SUN','HSV','SHV','CHA','CAK','BZN','MAF','GSO','MDT','PHF','ICT','AZO','RAP','CHS','CLD','MKG','VPS','PIH','ATW','AGS','PNS','BIL','SPI','FAR','CPR','PIA','SPS','TWF','LBB','ALB','CEC','DRO','GJT','GNV','RST','AVL','GRK','PSP','LEX','TRI','SGF','FSM','RDD','OME','MFE','LSE','BMI','MYR','FAY','FSD','EUG','MGM','EVV','MLB','FNT','STT','WRG','ABE','BIS','MOT','MLU','GFK','RDM','COU','LRD','PSC','MOD','PWM','ILM','ABY','CRW','TXK','BRO','BRW','EYW','DAB','ROW','ABI','EAU','TYR','MSO','FLG','CSG','VLD','DHN','OAJ','AEX','CHO','SAF','GGG','FCA','ASE','BKG','MHK','LNK','MQT','YAK','GTR','SMX','SWF','ITH','AVP','ELM','BGM','SIT','PSG','CYS','CLL','SCE','LWB','LCH','GCC','IYK','LWS','COD','HLN','BQK','GTF','DLH','BTM','EGE','IDA','JAC','HDN','MTJ','CMX','CMI','CDV','LYH','ACT','STX','IPL','PAH','HTS','MEI','BLI','ERI','EWN','FLO','ACY','DBQ','TOL','GUC','PLN','BGR','PSE','PIE','UTM','ADK','ABR','TEX','MMH','GUM'}
@attribute DayOfWeek {1,2,3,4,5,6,7}
@attribute Time numeric
@attribute Length numeric
@attribute Delay {0,1}

@data
UA,823,BOS,IAD,4,850,109,1
US,1790,LAS,CLT,4,850,248,1
US,1930,RSW,PHL,4,850,158,0
US,65,ORD,CLT,4,850,109,0
WN,1016,MDW,HOU,4,850,170,0
WN,1256,MDW,SLC,4,850,215,1
WN,1308,SAT,HOU,4,850,50,1
WN,1383,DEN,IND,4,850,140,1
WN,1525,BUR,OAK,4,850,70,1
WN,1753,MCO,CMH,4,850,135,1
WN,272,SAN,TUS,4,850,70,1
WN,2882,JAX,TPA,4,850,55,1
WN,3484,BUR,LAS,4,850,60,1
WN,3917,PHL,PBI,4,850,170,1
WN,519,MCO,BNA,4,850,120,0
WN,611,SNA,SJC,4,850,75,1
WN,690,ALB,MCO,4,850,190,1
WN,856,HOU,DEN,4,850,150,1
WN,941,BWI,CLE,4,850,75,1
XE,2582,ATL,EWR,4,850,139,1
XE,3075,PVD,CLE,4,850,113,1
9E,4344,DTW,PVD,4,851,104,1
EV,4994,ATL,HPN,4,851,142,1
F9,107,MSP,DEN,4,851,124,1
HA,348,HNL,KOA,4,851,44,0
OO,6580,MFR,SFO,4,851,98,1
OO,6585,BNA,ORD,4,851,105,0
UA,843,LAX,ORD,4,851,243,1
EV,7124,ALB,IAD,4,852,96,0
OO,3094,MKE,OMA,4,852,80,1
OO,6708,PHX,SFO,4,853,122,1
OO,7011,DEN,BOI,4,853,115,0
UA,332,SMF,ORD,4,853,245,0
OO,6620,LAX,RNO,4,854,85,1
XE,2550,IAH,CLT,4,854,135,1
9E,3660,MEM,PIT,4,855,112,1
9E,3888,MEM,BNA,4,855,63,1
9E,3921,MEM,CLE,4,855,116,0
9E,3960,DTW,GSP,4,855,109,1
9E,3978,MEM,TYS,4,855,78,1
9E,4303,MEM,BHM,4,855,60,0
AA,1062,MCI,DFW,4,855,100,0
AA,1074,DFW,ATL,4,855,125,0
AA,1447,ORD,MSY,4,855,150,1
AA,2166,DFW,BOS,4,855,210,0
AA,2445,DFW,LAX,4,855,210,0
AA,366,ORD,LGA,4,855,125,1
AA,554,SFO,ORD,4,855,260,1
AA,620,DFW,SAT,4,855,65,0
AS,2,SEA,DCA,4,855,284,0
B6,178,PHX,JFK,4,855,277,1
B6,684,DCA,BOS,4,855,83,1
B6,729,BOS,SJU,4,855,230,0
B6,745,MCO,SJU,4,855,159,1
CO,1541,IAH,AUS,4,855,53,0
CO,1562,IAH,RSW,4,855,131,0
CO,325,EWR,CLE,4,855,97,0
CO,660,EGE,IAH,4,855,151,0
DL,1050,MEM,ATL,4,855,85,1
DL,1151,MSP,SFO,4,855,250,1
DL,1452,ATL,CVG,4,855,85,0
DL,1793,JFK,DTW,4,855,138,0
DL,2275,MEM,MSP,4,855,131,1
DL,670,CLT,ATL,4,855,80,1
EV,5085,ATL,EWN,4,855,82,1
FL,217,MKE,RSW,4,855,174,0
HA,20,HNL,SMF,4,855,310,1
HA,40,OGG,PDX,4,855,315,1
MQ,2700,ROW,DFW,4,855,85,0
MQ,2808,DFW,MLI,4,855,115,0
MQ,3840,ORD,ATL,4,855,120,0
MQ,4006,ORD,CHA,4,855,95,1
MQ,4296,BWI,JFK,4,855,80,1
MQ,4376,RDU,JFK,4,855,100,1
OH,6301,CVG,DFW,4,855,160,1
OH,6603,MSP,OKC,4,855,134,1
OH,6616,DTW,SYR,4,855,84,0
OO,4705,SLC,DFW,4,855,160,0
OO,6250,RDM,PDX,4,855,45,0
OO,6322,SFO,ACV,4,855,79,1
US,769,PHL,BOS,4,855,82,0
WN,1013,AUS,DAL,4,855,55,1
WN,1079,TPA,MSY,4,855,100,1
WN,1084,MDW,RDU,4,855,110,1
WN,1138,BHM,SDF,4,855,70,1
WN,1684,PDX,SMF,4,855,85,1
WN,1775,RDU,PHL,4,855,80,1
WN,1815,AUS,LAS,4,855,185,1
WN,2640,BOI,LAS,4,855,100,1
WN,3588,LAS,SAN,4,855,65,1
WN,382,LAS,SJC,4,855,85,1
WN,500,HOU,MSY,4,855,60,1
WN,517,DTW,PHX,4,855,280,1
WN,523,TUL,LAS,4,855,185,1
WN,546,DEN,SEA,4,855,185,1
WN,739,BUF,TPA,4,855,175,1
WN,756,LAS,RNO,4,855,75,1
WN,757,LAX,SMF,4,855,80,1
WN,867,LAS,MAF,4,855,125,1
WN,882,BWI,ORF,4,855,50,1
XE,2182,COS,IAH,4,855,129,1
XE,2198,IAH,CRW,4,855,136,1
XE,2236,MSP,EWR,4,855,167,0
XE,2479,IAH,DSM,4,855,129,0
XE,2503,PWM,CLE,4,855,114,0
XE,2680,ORD,EWR,4,855,134,1
XE,2767,ALB,CLE,4,855,97,0
XE,3092,MCI,EWR,4,855,165,0
YV,7302,BDL,ORD,4,855,162,1
DL,1068,TUS,MSP,4,856,189,1
EV,7065,PWM,IAD,4,856,114,1
FL,1417,FNT,RSW,4,856,178,1
FL,334,ATL,PHL,4,856,126,0
OO,6942,EUG,PDX,4,856,37,0
UA,52,KOA,LAX,4,856,323,0
XE,5910,RAP,ORD,4,856,124,0
9E,4151,CMH,RDU,4,857,93,0
DL,1875,BDL,MSP,4,857,183,0
DL,2416,LAS,DTW,4,857,236,1
DL,2925,BOS,MSP,4,857,198,1
FL,82,FLL,ATL,4,857,116,0
B6,419,BOS,PBI,4,858,193,0
EV,5032,CSG,ATL,4,858,50,1
UA,199,MCO,ORD,4,858,177,0
XE,2405,IAH,LEX,4,858,124,0
EV,5344,VPS,ATL,4,859,78,1
FL,162,SJU,ATL,4,859,241,0
OO,6431,LAX,SAT,4,859,163,0
UA,162,DFW,ORD,4,859,139,0
UA,47,LAX,OGG,4,859,349,0
9E,3726,DTW,ABE,4,860,96,1
9E,3994,MSP,RST,4,860,50,0
9E,4104,MEM,RDU,4,860,117,0
9E,4313,MEM,MLU,4,860,70,0
9E,4341,RDU,TPA,4,860,120,1
AA,1131,MCO,ORD,4,860,170,0
AA,1204,DFW,RDU,4,860,150,0
AA,1606,DFW,CMH,4,860,140,0
AA,1825,DCA,ORD,4,860,125,1
AA,510,PHX,ORD,4,860,210,1
AA,544,DFW,MCO,4,860,145,0
AA,753,LGA,DFW,4,860,245,0
AA,848,ABQ,DFW,4,860,100,1
B6,581,HPN,PBI,4,860,170,1
B6,609,PWM,JFK,4,860,82,0
CO,1891,HDN,IAH,4,860,154,1
DL,1066,MEM,ORD,4,860,110,1
DL,1554,LAX,ATL,4,860,261,1
DL,1609,MSP,DEN,4,860,123,1
DL,2138,ATL,DCA,4,860,96,0
DL,2153,MSP,SEA,4,860,220,1
DL,2963,MSP,ATL,4,860,151,1
EV,5013,MEM,BTR,4,860,75,1
EV,5095,BNA,ATL,4,860,70,1
EV,5330,HSV,ATL,4,860,73,1
EV,5392,MEM,LFT,4,860,84,1
EV,5513,MEM,MGM,4,860,65,0
EV,5514,MEI,ATL,4,860,78,1
EV,7125,MHT,IAD,4,860,110,1
HA,506,HNL,OGG,4,860,39,1
MQ,2840,FWA,DFW,4,860,160,1
MQ,2857,DFW,JAN,4,860,80,0
MQ,2862,DFW,DSM,4,860,110,1
MQ,3180,SJC,LAX,4,860,75,1
MQ,3232,DFW,SGF,4,860,75,0
MQ,3313,MSN,DFW,4,860,155,1
MQ,3630,BNA,MIA,4,860,140,1
MQ,3971,SPI,ORD,4,860,60,1
MQ,4084,ORD,FAR,4,860,110,1
MQ,4428,BOS,LGA,4,860,80,0
OH,6322,MEM,CMH,4,860,93,1
OH,6672,MEM,STL,4,860,73,0
OO,6275,LIT,ORD,4,860,112,0
OO,6653,SFO,MOD,4,860,40,0
UA,288,ORD,MCO,4,860,165,1
US,1042,TPA,PHL,4,860,149,0
US,1770,CLT,BOS,4,860,120,1
WN,1180,OAK,ONT,4,860,70,0
WN,1294,SMF,LAX,4,860,80,1
WN,1321,SAN,SJC,4,860,80,1
WN,1662,BWI,LGA,4,860,70,1
WN,1727,FLL,STL,4,860,180,1
WN,2116,BNA,MCI,4,860,105,1
WN,28,DAL,MCI,4,860,85,1
WN,3405,LAS,ONT,4,860,55,1
WN,3586,PVD,BWI,4,860,80,1
WN,3655,BDL,TPA,4,860,195,1
WN,3949,CMH,MDW,4,860,70,1
WN,567,BOS,PHL,4,860,100,1
WN,654,PHX,LAX,4,860,85,1
WN,709,ABQ,OAK,4,860,155,1
WN,755,STL,DAL,4,860,105,1
XE,2334,IAH,SAV,4,860,118,1
XE,2427,IAH,LBB,4,860,93,1
XE,2581,IAH,CRP,4,860,61,0
XE,2876,CRP,IAH,4,860,59,0
XE,3153,IND,EWR,4,860,125,1
XE,5922,ORD,GSP,4,860,101,1
XE,5992,BTV,IAD,4,860,110,1
YV,7214,ORD,RDU,4,860,115,0
YV,7264,ORD,CHS,4,860,122,1
CO,340,SLC,IAH,4,861,174,1
FL,50,LAX,ATL,4,861,249,1
OO,6485,CEC,SFO,4,861,85,0
YV,7262,PVD,IAD,4,861,104,1
DL,1306,TUS,ATL,4,862,203,1
UA,356,SEA,DEN,4,862,154,0
FL,146,ATL,DTW,4,863,112,0
OO,6411,SBP,LAX,4,863,61,0
OO,6574,SMF,SFO,4,863,43,0
OO,7002,DEN,COS,4,863,35,1
DL,1723,BOS,DTW,4,864,136,0
OH,6554,STL,DCA,4,864,121,0
OO,6639,DEN,BZN,4,864,109,0
OO,6664,DEN,TUS,4,864,114,0
US,1992,RDU,CLT,4,864,66,1
YV,2642,MEM,CLT,4,864,101,0
9E,4086,MSP,ICT,4,865,110,0
9E,4156,MEM,MKE,4,865,108,1
9E,4171,DTW,BGM,4,865,83,0
9E,4265,MEM,FSM,4,865,72,1
AA,1395,TPA,DFW,4,865,170,0
AA,144,LAX,IAD,4,865,290,1
AA,1578,DFW,STL,4,865,95,0
AA,1672,EGE,DFW,4,865,125,0
AA,1970,DEN,DFW,4,865,115,1
AA,263,IAD,LAX,4,865,350,1
AS,852,HNL,SEA,4,865,337,1
B6,843,BOS,FLL,4,865,201,1
B6,8,JFK,BUF,4,865,91,1
CO,137,IAH,LAX,4,865,225,1
CO,1589,IAH,SAN,4,865,210,1
CO,1720,MTJ,IAH,4,865,145,0
CO,370,IAH,SFO,4,865,255,1
CO,599,IAH,DEN,4,865,155,1
CO,62,IAH,EWR,4,865,212,1
DL,1045,IND,ATL,4,865,100,1
DL,2175,MSP,DFW,4,865,150,0
DL,2219,MSP,AUS,4,865,164,0
DL,2725,MSP,SLC,4,865,169,0
DL,2801,BWI,MSP,4,865,166,1
DL,576,SJU,JFK,4,865,260,0
EV,5450,MGM,ATL,4,865,64,1
EV,5526,FNT,ATL,4,865,135,1
EV,7079,CAE,IAD,4,865,83,0
EV,7367,MEM,TLH,4,865,89,0
F9,283,STL,DEN,4,865,140,0
F9,371,MKE,DEN,4,865,155,1
FL,71,ATL,FLL,4,865,110,0
FL,802,BOS,BWI,4,865,85,1
MQ,2905,DFW,LIT,4,865,70,0
MQ,3017,RNO,LAX,4,865,90,0
MQ,3501,DFW,GUC,4,865,115,1
MQ,4321,ORD,OKC,4,865,135,0
MQ,4588,LGA,MSP,4,865,180,1
OH,6336,DCA,JFK,4,865,100,0
OH,6589,MSP,MSY,4,865,169,1
OH,6592,MSP,MDW,4,865,90,0
OH,6596,MEM,IND,4,865,84,0
OH,6637,MEM,XNA,4,865,76,1
OO,3048,PIT,MKE,4,865,91,0
OO,4486,MEM,DSM,4,865,100,1
OO,4703,MCI,SLC,4,865,162,1
OO,6299,PHX,DEN,4,865,102,1
OO,6444,SMX,LAX,4,865,57,0
US,1511,CLT,PHX,4,865,278,1
US,1854,CLT,PVD,4,865,107,1
WN,1020,OMA,PHX,4,865,175,1
WN,1052,SJC,LAS,4,865,85,1
WN,1385,LAS,MDW,4,865,220,1
WN,1532,JAN,BWI,4,865,130,1
WN,1760,HOU,TUL,4,865,80,1
WN,1945,MSY,BHM,4,865,60,0
WN,215,BUR,SMF,4,865,80,1
WN,219,MDW,LGA,4,865,130,1
WN,474,BNA,LAS,4,865,260,1
WN,598,OAK,LAS,4,865,85,1
WN,628,BWI,BHM,4,865,135,1
WN,705,DEN,OMA,4,865,80,1
WN,732,TPA,BUF,4,865,160,1
WN,955,BWI,BDL,4,865,65,1
XE,2372,GPT,IAH,4,865,85,0
XE,2414,SAV,IAH,4,865,159,1
XE,3033,IAH,AMA,4,865,104,0
XE,5909,PIA,ORD,4,865,58,1
YV,2942,CLT,RIC,4,865,63,0
AS,44,BET,ANC,4,866,68,0
DL,2419,LGA,MSP,4,866,189,1
UA,62,LIH,SFO,4,866,325,1
US,1182,CLT,LGA,4,866,107,1
XE,2777,BTR,IAH,4,866,69,0
YV,2731,TUS,PHX,4,866,49,0
YV,7247,ORD,SBN,4,866,45,0
DL,1897,PHL,MSP,4,867,181,1
EV,7115,JFK,IAD,4,867,92,0
OH,6765,LGA,MSN,4,867,172,0
OO,6215,MSN,DEN,4,867,162,0
UA,720,SFO,DEN,4,867,152,0
XE,2945,IAH,BHM,4,867,94,0
DL,1680,SFO,ATL,4,868,277,1
OO,6408,SFO,EUG,4,868,91,0
OO,6766,DEN,ASE,4,868,44,0
US,928,CLT,ORD,4,868,120,1
XE,2019,GSP,IAH,4,868,159,1
XE,5890,ORD,BHM,4,868,104,1
XE,5898,CLE,IAD,4,868,80,1
YV,2678,CLT,CHS,4,868,60,1
DL,345,BDL,MCO,4,869,171,1
EV,7099,SYR,IAD,4,869,79,1
OO,6252,SFO,SAT,4,869,198,0
OO,6947,ASE,LAX,4,869,136,0
YV,2611,ILM,CLT,4,869,76,0
YV,7287,MEM,ORD,4,869,107,1
9E,3753,MEM,JAX,4,870,104,0
9E,3832,MEM,CLT,4,870,101,0
9E,4043,MEM,ECP,4,870,85,1
9E,4268,MEM,PNS,4,870,85,0
AA,1132,DFW,TPA,4,870,135,0
AA,1416,TUS,DFW,4,870,130,1
AA,1530,MIA,LGA,4,870,179,1
AA,1853,DFW,COS,4,870,115,1
AA,1983,JFK,MIA,4,870,210,0
AA,2423,ORD,MCI,4,870,90,1
AA,2431,LAX,LAS,4,870,70,0
AA,577,JFK,ORD,4,870,180,0
AS,512,SEA,SNA,4,870,159,1
AS,92,ANC,SEA,4,870,203,0
CO,1181,EWR,ORD,4,870,155,0
CO,320,IAH,PHX,4,870,180,1
CO,498,DEN,IAH,4,870,139,1
CO,576,EWR,RSW,4,870,190,1
CO,57,EWR,MCO,4,870,175,0
CO,761,SAT,EWR,4,870,235,1
DL,1264,PHX,SLC,4,870,99,1
DL,12,MCO,ATL,4,870,95,0
DL,1386,LGA,BOS,4,870,66,0
DL,1389,BOS,LGA,4,870,70,0
DL,1920,MEM,MCO,4,870,120,1
DL,2010,DFW,ATL,4,870,126,1
DL,2051,MSP,LAS,4,870,208,1
DL,2531,LGA,DTW,4,870,118,0
DL,2644,SAN,MSP,4,870,216,1
EV,5151,TRI,ATL,4,870,76,0
EV,5278,ATL,BHM,4,870,52,0
EV,7109,BUF,IAD,4,870,74,1
EV,7114,DTW,IAD,4,870,90,1
EV,7313,MEM,SHV,4,870,78,0
FL,263,MKE,DCA,4,870,109,0
FL,301,ATL,DEN,4,870,215,1
FL,801,BWI,BOS,4,870,80,0
MQ,2759,DFW,CRP,4,870,80,0
MQ,2848,CMH,DFW,4,870,180,1
MQ,3031,LAX,SAN,4,870,45,0
MQ,3294,JAN,DFW,4,870,95,0
MQ,3351,DFW,LBB,4,870,70,1
MQ,3696,ORF,JFK,4,870,80,1
MQ,3765,DEN,ORD,4,870,150,1
MQ,4008,ORD,CLT,4,870,115,1
MQ,4116,ORD,MEM,4,870,110,0
MQ,4272,TVC,ORD,4,870,75,0
MQ,4368,ORD,CVG,4,870,70,1
MQ,4449,LGA,CLE,4,870,110,0
MQ,4597,RDU,LGA,4,870,90,1
OH,6512,MEM,EWR,4,870,164,0
OH,6582,ORD,JFK,4,870,160,1
OO,4602,SLC,FCA,4,870,102,0
OO,6279,IPL,LAX,4,870,65,0
UA,574,DEN,MSY,4,870,160,0
UA,892,SFO,BOS,4,870,340,1
US,1015,CLT,PBI,4,870,108,1
US,1256,JAX,DCA,4,870,100,0
US,1695,CLT,RSW,4,870,114,1
US,1700,CLT,BDL,4,870,110,1
US,768,BOS,PHL,4,870,98,1
WN,1022,BWI,DEN,4,870,255,1
WN,1174,HOU,BNA,4,870,105,1
WN,1414,PHX,LAS,4,870,65,1
WN,143,PIT,MDW,4,870,90,1
WN,1754,SMF,SNA,4,870,85,1
WN,1999,JAX,FLL,4,870,70,0
WN,2439,BOI,GEG,4,870,65,0
WN,2620,PDX,SJC,4,870,105,1
WN,2885,SMF,PDX,4,870,90,1
WN,2892,RSW,MDW,4,870,180,0
WN,3415,SAT,DAL,4,870,60,1
WN,34,HOU,DAL,4,870,60,1
WN,39,MAF,DAL,4,870,65,0
WN,518,DEN,MCI,4,870,90,1
WN,59,PHX,DEN,4,870,110,1
WN,723,MHT,BWI,4,870,100,0
WN,871,AUS,PHX,4,870,160,1
WN,973,BNA,BWI,4,870,100,1
XE,2319,EWR,MHT,4,870,71,1
XE,2575,EWR,MSP,4,870,191,0
XE,2591,IAH,DAL,4,870,59,0
XE,3011,IAD,IAH,4,870,210,1
YV,2629,BNA,CLT,4,870,75,0
YV,2672,CLT,ILM,4,870,57,1
YV,2827,MEM,PHX,4,870,214,1
YV,7212,ROC,IAD,4,870,78,1
YV,7289,RDU,IAD,4,870,63,1
B6,293,SEA,LGB,4,871,149,0
EV,7087,SAV,IAD,4,871,103,1
EV,7335,GNV,ATL,4,871,81,1
F9,322,MKE,DCA,4,871,108,1
EV,7127,IAD,BOS,4,872,89,1
HA,245,OGG,HNL,4,872,34,0
OO,4781,SLC,AUS,4,872,177,1
OO,6594,ORD,ATW,4,872,50,1
OO,6678,MRY,SFO,4,872,37,1
XE,2655,ATL,CLE,4,872,102,1
XE,5976,ORD,ROC,4,872,94,1
YV,7256,IND,IAD,4,872,102,1
OO,6484,GEG,SEA,4,873,71,1
OO,6839,ORD,TYS,4,873,85,0
XE,5919,GRB,ORD,4,873,60,0
XE,5937,ORD,IND,4,873,59,1
CO,1661,PHX,IAH,4,874,153,0
CO,1844,IAH,CLE,4,874,165,1
UA,123,ORD,LAX,4,874,272,0
UA,88,SFO,EWR,4,874,325,0
9E,3728,MEM,COU,4,875,80,0
9E,4072,MEM,VPS,4,875,84,0
9E,4209,MEM,GPT,4,875,79,1
AA,1267,MCO,MIA,4,875,65,1
AA,1400,ORD,MCO,4,875,155,1
AA,1700,MIA,SJU,4,875,145,0
AA,1822,DFW,DAY,4,875,130,1
AA,1931,SFO,LAX,4,875,80,0
AA,2275,BNA,DFW,4,875,125,0
AA,2464,DFW,OKC,4,875,55,0
AA,252,LAX,MIA,4,875,280,0
AA,456,AUS,DFW,4,875,65,0
AA,500,SAN,DFW,4,875,175,1
B6,1423,PDX,LGB,4,875,132,0
CO,1669,SFO,IAH,4,875,220,1
CO,36,MCO,EWR,4,875,166,1
CO,697,IAH,LAS,4,875,210,1
CO,728,EWR,DEN,4,875,267,1
DL,1259,PIT,ATL,4,875,123,1
DL,1281,ATL,MEM,4,875,85,1
DL,1407,MEM,MSY,4,875,81,1
DL,1662,MSP,GRR,4,875,80,1
DL,1911,IAD,ATL,4,875,120,1
DL,2182,SNA,MSP,4,875,214,0
DL,2477,MSP,LAX,4,875,232,1
DL,2798,ATL,PWM,4,875,149,0
DL,2799,MSP,PHX,4,875,201,1
EV,5237,BOS,DCA,4,875,109,0
EV,5569,FAY,ATL,4,875,89,1
EV,7363,MEM,JAN,4,875,61,0
EV,7370,MEM,MOB,4,875,77,1
F9,483,MKE,PHX,4,875,225,1
FL,1293,MCO,GRR,4,875,150,1
HA,353,HNL,LIH,4,875,38,1
HA,48,HNL,OAK,4,875,310,1
MQ,3042,SBA,LAX,4,875,45,1
MQ,3503,DFW,CLE,4,875,150,0
MQ,3668,TYS,MIA,4,875,125,0
MQ,3738,ORD,EWR,4,875,144,1
MQ,3980,ORD,ICT,4,875,120,1
OO,4640,MSP,RAP,4,875,96,1
OO,4887,MSP,ORD,4,875,90,0
US,1083,DCA,JAX,4,875,122,1
US,1787,CLT,MSY,4,875,124,1
US,281,PHX,SJC,4,875,114,0
US,367,PHX,SMF,4,875,118,1
US,625,PHX,OAK,4,875,119,0
US,75,PHX,SEA,4,875,186,1
US,826,CLT,PHL,4,875,99,1
US,973,PVD,CLT,4,875,139,0
US,975,CLT,RDU,4,875,50,1
US,9,SEA,PHX,4,875,167,0
WN,1004,OAK,SEA,4,875,120,1
WN,102,SFO,SAN,4,875,85,1
WN,1333,BWI,LIT,4,875,165,1
WN,1466,CLE,MDW,4,875,75,1
WN,1686,PHL,FLL,4,875,175,1
WN,170,LAS,PHX,4,875,70,1
WN,1747,MDW,DTW,4,875,65,1
WN,2031,LAS,ABQ,4,875,80,1
WN,258,RDU,LAS,4,875,320,1
WN,3052,BDL,BWI,4,875,70,1
WN,3408,OAK,BUR,4,875,65,1
WN,372,MCI,STL,4,875,55,1
WN,636,SNA,OAK,4,875,85,1
WN,759,DEN,MDW,4,875,135,1
WN,797,MDW,TPA,4,875,160,1
WN,987,PHX,ONT,4,875,75,1
XE,2047,OKC,IAH,4,875,79,0
XE,2066,RIC,IAH,4,875,202,0
XE,2109,EWR,DTW,4,875,119,1
XE,3159,SDF,IAH,4,875,151,1
XE,5994,TYS,IAD,4,875,95,1
YV,2640,CLT,STL,4,875,123,1
YV,2848,PHX,YUM,4,875,71,0
YV,2972,LAS,SFO,4,875,94,0
YV,7245,BDL,IAD,4,875,88,1
FL,961,MCO,CAK,4,876,139,0
XE,5990,CMH,IAD,4,876,84,1
YV,2763,PHX,TUS,4,876,45,1
OO,3073,STL,MKE,4,877,73,1
OO,4747,LAX,LAS,4,877,69,1
UA,219,IAD,SFO,4,877,368,1
FL,485,BWI,MCO,4,878,142,1
OH,6681,PHL,DTW,4,878,117,1
OO,6477,SMF,LAX,4,878,83,1
UA,621,DCA,ORD,4,878,129,0
XE,2863,MOB,IAH,4,878,91,1
B6,234,LGB,SLC,4,879,104,0
B6,402,MSY,BOS,4,879,189,1
FL,1043,CMH,FLL,4,879,157,1
OO,6492,MEM,DEN,4,879,169,1
OO,6663,EUG,DEN,4,879,145,0
XE,2602,DCA,EWR,4,879,80,1
9E,3782,DTW,AVP,4,880,89,1
9E,3864,MEM,SGF,4,880,72,1
9E,4136,DTW,ITH,4,880,83,1
9E,4306,DTW,SCE,4,880,76,1
AA,1034,DFW,IAH,4,880,65,1
AA,1334,SJU,BOS,4,880,245,1
AA,1387,ORD,LAS,4,880,250,0
AA,2333,ORD,DFW,4,880,155,1
AA,454,ORD,RDU,4,880,110,1
AA,461,BDL,MIA,4,880,195,0
AA,789,ORD,DEN,4,880,155,1
AS,316,SEA,SFO,4,880,123,1
AS,50,ANC,SCC,4,880,108,1
B6,441,BOS,TPA,4,880,198,0
