,target,sex,race,age_cat,priors_count,c_charge_degree
1126,1,0.0,0.0,25 to 45,More than 3,F
1127,1,0.0,1.0,25 to 45,More than 3,F
1128,1,1.0,1.0,Greater than 45,1 to 3,M
1129,0,0.0,0.0,25 to 45,More than 3,F
1130,1,1.0,1.0,25 to 45,More than 3,F
1131,1,0.0,0.0,25 to 45,0,F
1132,0,0.0,1.0,Less than 25,1 to 3,F
1133,0,0.0,1.0,Less than 25,1 to 3,M
1134,0,0.0,0.0,25 to 45,1 to 3,F
1135,0,0.0,0.0,25 to 45,More than 3,M
1136,0,0.0,0.0,Greater than 45,1 to 3,F
1137,0,0.0,1.0,25 to 45,0,F
1138,1,1.0,0.0,25 to 45,More than 3,F
1139,1,0.0,1.0,Less than 25,0,F
1140,1,0.0,1.0,Less than 25,0,F
1141,0,0.0,1.0,Less than 25,1 to 3,F
1142,1,0.0,0.0,25 to 45,More than 3,F
1143,0,0.0,1.0,Greater than 45,1 to 3,F
1144,1,0.0,1.0,Less than 25,1 to 3,F
1145,1,0.0,0.0,Greater than 45,1 to 3,F
1146,0,0.0,1.0,Greater than 45,0,M
1147,1,0.0,1.0,Less than 25,1 to 3,M
1148,1,0.0,1.0,25 to 45,0,M
1149,1,0.0,1.0,25 to 45,More than 3,F
1150,1,0.0,0.0,Less than 25,0,F
1151,1,1.0,1.0,25 to 45,More than 3,F
1152,1,0.0,0.0,Less than 25,1 to 3,F
1153,0,0.0,1.0,25 to 45,1 to 3,F
1154,0,0.0,0.0,25 to 45,More than 3,F
1155,0,0.0,0.0,Greater than 45,1 to 3,F
1156,1,0.0,1.0,25 to 45,1 to 3,M
1157,0,0.0,1.0,25 to 45,1 to 3,M
1158,1,1.0,0.0,25 to 45,More than 3,F
1159,1,0.0,1.0,25 to 45,More than 3,F
1160,1,1.0,1.0,25 to 45,0,F
1161,0,0.0,0.0,25 to 45,0,F
1162,1,0.0,0.0,25 to 45,1 to 3,M
1163,0,0.0,1.0,25 to 45,0,F
1164,1,0.0,0.0,Less than 25,More than 3,F
1165,0,0.0,0.0,25 to 45,0,M
1166,1,0.0,1.0,25 to 45,More than 3,F
1167,0,0.0,0.0,25 to 45,More than 3,F
1168,0,0.0,1.0,25 to 45,More than 3,F
1169,0,1.0,0.0,25 to 45,1 to 3,F
1170,0,0.0,0.0,Greater than 45,More than 3,F
1171,0,0.0,0.0,Less than 25,0,F
1172,1,0.0,1.0,25 to 45,1 to 3,F
1173,1,0.0,0.0,25 to 45,More than 3,F
1174,1,0.0,1.0,25 to 45,1 to 3,M
1175,1,0.0,1.0,Greater than 45,More than 3,M
1176,1,1.0,1.0,Greater than 45,More than 3,M
1177,1,1.0,0.0,25 to 45,1 to 3,F
1178,1,0.0,0.0,25 to 45,More than 3,F
1179,1,0.0,1.0,Greater than 45,More than 3,F
1180,1,0.0,0.0,25 to 45,More than 3,F
1181,1,0.0,1.0,25 to 45,More than 3,F
1182,0,0.0,1.0,Greater than 45,More than 3,F
1183,0,0.0,1.0,Greater than 45,1 to 3,M
1184,0,0.0,0.0,25 to 45,More than 3,F
1185,0,0.0,1.0,Greater than 45,1 to 3,F
1186,1,1.0,0.0,Greater than 45,1 to 3,F
1187,0,1.0,0.0,25 to 45,1 to 3,F
1188,0,0.0,0.0,25 to 45,0,F
1189,1,0.0,1.0,Less than 25,0,F
1190,0,0.0,1.0,Greater than 45,1 to 3,F
1191,1,0.0,1.0,Greater than 45,1 to 3,F
1192,0,0.0,1.0,25 to 45,1 to 3,F
1193,1,1.0,1.0,25 to 45,1 to 3,F
1194,1,0.0,0.0,Greater than 45,0,F
1195,0,0.0,0.0,25 to 45,1 to 3,M
1196,0,1.0,0.0,Less than 25,0,F
1197,1,0.0,1.0,Less than 25,1 to 3,F
1198,1,0.0,0.0,25 to 45,More than 3,F
1199,0,0.0,1.0,25 to 45,0,F
1200,0,0.0,0.0,Less than 25,1 to 3,F
1201,1,0.0,1.0,25 to 45,1 to 3,F
1202,0,0.0,0.0,25 to 45,More than 3,M
1203,1,0.0,1.0,Greater than 45,1 to 3,M
1204,1,0.0,0.0,25 to 45,More than 3,F
1205,0,0.0,0.0,25 to 45,0,M
1206,0,1.0,0.0,Less than 25,1 to 3,F
1207,1,0.0,1.0,Less than 25,0,M
1208,0,1.0,0.0,25 to 45,1 to 3,M
1209,0,0.0,0.0,25 to 45,1 to 3,F
1210,0,0.0,1.0,Greater than 45,1 to 3,M
1211,1,0.0,0.0,Greater than 45,1 to 3,M
1212,1,0.0,0.0,Less than 25,0,F
1213,0,1.0,1.0,Greater than 45,1 to 3,M
1214,1,0.0,0.0,25 to 45,1 to 3,F
1215,1,0.0,0.0,Greater than 45,More than 3,F
1216,1,1.0,1.0,Greater than 45,0,M
1217,0,1.0,0.0,Less than 25,0,M
1218,0,0.0,1.0,25 to 45,1 to 3,F
1219,0,0.0,0.0,25 to 45,1 to 3,F
1220,1,0.0,1.0,Greater than 45,More than 3,F
1221,1,1.0,1.0,25 to 45,More than 3,M
1222,1,0.0,0.0,Less than 25,0,M
1223,0,0.0,0.0,25 to 45,More than 3,F
1224,1,0.0,0.0,25 to 45,More than 3,F
1225,0,0.0,0.0,25 to 45,1 to 3,M
1226,0,0.0,0.0,Greater than 45,0,M
1227,0,1.0,0.0,Greater than 45,0,M
1228,1,0.0,1.0,25 to 45,1 to 3,F
1229,1,0.0,1.0,Less than 25,1 to 3,F
1230,1,0.0,0.0,25 to 45,More than 3,M
1231,1,0.0,0.0,25 to 45,0,F
1232,1,0.0,0.0,25 to 45,More than 3,M
1233,1,1.0,0.0,25 to 45,0,M
1234,1,0.0,1.0,Less than 25,More than 3,F
1235,0,0.0,1.0,25 to 45,0,F
1236,1,0.0,0.0,25 to 45,More than 3,M
1237,0,0.0,0.0,Less than 25,0,M
1238,0,0.0,1.0,25 to 45,0,M
1239,1,0.0,0.0,25 to 45,More than 3,F
1240,0,0.0,0.0,25 to 45,1 to 3,F
1241,1,0.0,0.0,Less than 25,1 to 3,F
1242,1,1.0,1.0,Greater than 45,More than 3,M
1243,1,0.0,0.0,Less than 25,1 to 3,M
1244,0,1.0,1.0,25 to 45,1 to 3,F
1245,0,0.0,0.0,25 to 45,1 to 3,M
1246,1,0.0,0.0,Less than 25,1 to 3,F
1247,0,0.0,0.0,25 to 45,1 to 3,M
1248,0,0.0,0.0,Greater than 45,0,F
1249,1,0.0,0.0,25 to 45,More than 3,M
1250,1,0.0,0.0,25 to 45,More than 3,F
1251,0,0.0,1.0,25 to 45,1 to 3,F
1252,1,0.0,0.0,Less than 25,More than 3,F
1253,0,0.0,0.0,25 to 45,More than 3,F
1254,1,1.0,0.0,Less than 25,1 to 3,M
1255,1,0.0,0.0,25 to 45,More than 3,F
1256,0,0.0,1.0,Greater than 45,1 to 3,M
1257,1,0.0,0.0,Less than 25,0,F
1258,1,0.0,0.0,25 to 45,More than 3,M
1259,1,0.0,0.0,25 to 45,1 to 3,M
1260,0,1.0,0.0,Greater than 45,0,F
1261,0,0.0,0.0,25 to 45,1 to 3,F
1262,1,0.0,0.0,25 to 45,More than 3,F
1263,1,1.0,0.0,Less than 25,0,M
1264,0,0.0,1.0,Less than 25,0,M
1265,1,1.0,0.0,25 to 45,More than 3,F
1266,0,0.0,1.0,25 to 45,More than 3,F
1267,0,1.0,0.0,Less than 25,0,F
1268,0,0.0,1.0,Greater than 45,1 to 3,M
1269,1,1.0,1.0,25 to 45,1 to 3,F
1270,1,0.0,0.0,25 to 45,More than 3,F
1271,1,0.0,0.0,25 to 45,More than 3,F
1272,1,0.0,1.0,25 to 45,More than 3,F
1273,0,0.0,1.0,25 to 45,0,F
1274,1,1.0,1.0,25 to 45,More than 3,F
1275,0,1.0,1.0,Less than 25,0,F
1276,0,0.0,0.0,Less than 25,0,F
1277,1,0.0,0.0,Less than 25,1 to 3,F
1278,0,0.0,1.0,25 to 45,0,F
1279,1,0.0,1.0,Greater than 45,More than 3,M
1280,0,0.0,1.0,Greater than 45,0,M
1281,0,0.0,0.0,Greater than 45,1 to 3,F
1282,0,1.0,0.0,Less than 25,0,M
1283,0,0.0,0.0,25 to 45,More than 3,F
1284,1,0.0,0.0,25 to 45,More than 3,F
1285,0,1.0,1.0,25 to 45,0,F
1286,0,0.0,0.0,Less than 25,0,F
1287,0,0.0,1.0,Greater than 45,0,M
1288,0,0.0,0.0,Greater than 45,More than 3,F
1289,0,1.0,1.0,25 to 45,More than 3,M
1290,0,0.0,1.0,25 to 45,1 to 3,F
1291,0,0.0,1.0,Less than 25,1 to 3,F
1292,0,0.0,0.0,25 to 45,More than 3,M
1293,0,1.0,0.0,Greater than 45,More than 3,F
1294,0,0.0,0.0,25 to 45,More than 3,F
1295,0,0.0,1.0,25 to 45,0,M
1296,0,0.0,0.0,Greater than 45,0,M
1297,1,1.0,0.0,25 to 45,More than 3,F
1298,1,0.0,0.0,25 to 45,More than 3,F
1299,1,0.0,1.0,25 to 45,1 to 3,F
1300,0,1.0,1.0,25 to 45,1 to 3,M
1301,1,0.0,0.0,25 to 45,1 to 3,F
1302,0,0.0,0.0,25 to 45,More than 3,M
1303,0,0.0,1.0,Greater than 45,0,M
1304,1,0.0,0.0,Less than 25,1 to 3,F
1305,1,0.0,0.0,25 to 45,More than 3,F
1306,0,0.0,1.0,25 to 45,0,M
1307,0,0.0,1.0,Less than 25,0,M
1308,1,0.0,0.0,Less than 25,1 to 3,F
1309,0,1.0,0.0,25 to 45,0,M
1310,0,0.0,0.0,25 to 45,1 to 3,M
1311,0,0.0,0.0,Less than 25,0,F
1312,0,0.0,1.0,25 to 45,More than 3,M
1313,0,0.0,0.0,Greater than 45,1 to 3,M
1314,1,0.0,1.0,Less than 25,More than 3,M
1315,0,0.0,0.0,Less than 25,1 to 3,F
1316,1,1.0,1.0,25 to 45,0,F
1317,0,0.0,0.0,25 to 45,More than 3,M
1318,1,0.0,1.0,25 to 45,0,F
1319,0,1.0,0.0,25 to 45,1 to 3,M
1320,0,1.0,1.0,Less than 25,0,M
1321,0,0.0,0.0,25 to 45,More than 3,F
1322,1,0.0,0.0,Greater than 45,More than 3,F
1323,1,1.0,0.0,Less than 25,0,F
1324,1,0.0,1.0,25 to 45,More than 3,F
1325,0,0.0,0.0,25 to 45,More than 3,F
1326,0,1.0,0.0,25 to 45,1 to 3,F
1327,1,0.0,0.0,25 to 45,More than 3,F
1328,1,0.0,0.0,25 to 45,More than 3,F
1329,0,0.0,1.0,Greater than 45,1 to 3,F
1330,1,0.0,1.0,Greater than 45,More than 3,F
1331,1,0.0,0.0,25 to 45,1 to 3,F
1332,0,0.0,1.0,Less than 25,1 to 3,F
1333,1,1.0,0.0,25 to 45,1 to 3,F
1334,0,0.0,0.0,25 to 45,More than 3,F
1335,1,0.0,0.0,Less than 25,0,F
1336,0,0.0,0.0,25 to 45,1 to 3,M
1337,0,0.0,0.0,Greater than 45,0,M
1338,0,0.0,0.0,25 to 45,More than 3,F
1339,1,0.0,1.0,25 to 45,More than 3,F
1340,0,0.0,1.0,25 to 45,0,F
1341,1,0.0,1.0,25 to 45,1 to 3,F
1342,0,0.0,0.0,Less than 25,0,M
1343,0,1.0,0.0,Less than 25,0,M
1344,1,0.0,0.0,Greater than 45,More than 3,M
1345,0,0.0,1.0,25 to 45,More than 3,F
1346,1,0.0,0.0,25 to 45,1 to 3,M
1347,1,0.0,0.0,Less than 25,1 to 3,M
1348,0,1.0,1.0,Less than 25,0,M
1349,1,0.0,0.0,Greater than 45,More than 3,F
1350,1,0.0,1.0,Greater than 45,1 to 3,F
1351,1,0.0,0.0,25 to 45,0,M
1352,0,0.0,0.0,25 to 45,1 to 3,M
1353,1,0.0,0.0,Less than 25,1 to 3,F
1354,0,1.0,1.0,25 to 45,0,M
1355,1,0.0,0.0,25 to 45,1 to 3,F
1356,0,0.0,0.0,25 to 45,1 to 3,F
1357,0,0.0,0.0,25 to 45,1 to 3,F
1358,1,0.0,0.0,25 to 45,More than 3,F
1359,0,1.0,0.0,25 to 45,0,M
1360,1,0.0,1.0,Greater than 45,0,M
1361,1,0.0,0.0,Less than 25,1 to 3,F
1362,0,0.0,1.0,Greater than 45,1 to 3,M
1363,1,0.0,0.0,25 to 45,More than 3,F
1364,0,1.0,0.0,Less than 25,1 to 3,F
1365,1,1.0,1.0,25 to 45,0,F
1366,0,1.0,1.0,25 to 45,0,F
1367,0,0.0,1.0,25 to 45,0,M
1368,1,0.0,1.0,25 to 45,More than 3,F
1369,1,0.0,1.0,25 to 45,1 to 3,F
1370,1,0.0,0.0,25 to 45,0,F
1371,1,0.0,0.0,25 to 45,More than 3,F
1372,0,0.0,0.0,Less than 25,0,M
1373,1,0.0,0.0,Less than 25,1 to 3,F
1374,1,1.0,0.0,25 to 45,1 to 3,M
1375,0,0.0,0.0,25 to 45,More than 3,F
1376,1,1.0,0.0,25 to 45,More than 3,M
1377,0,0.0,1.0,25 to 45,More than 3,M
1378,1,0.0,0.0,Greater than 45,More than 3,F
1379,1,0.0,0.0,Greater than 45,More than 3,F
1380,0,0.0,0.0,Greater than 45,More than 3,F
1381,1,0.0,0.0,25 to 45,More than 3,M
1382,0,0.0,0.0,25 to 45,More than 3,F
1383,1,0.0,0.0,25 to 45,More than 3,F
1384,1,0.0,0.0,Less than 25,0,F
1385,1,1.0,1.0,25 to 45,0,F
1386,0,0.0,0.0,Greater than 45,More than 3,F
1387,0,0.0,0.0,25 to 45,More than 3,F
1388,0,0.0,1.0,25 to 45,1 to 3,M
1389,1,0.0,0.0,25 to 45,1 to 3,F
1390,1,0.0,1.0,25 to 45,0,F
1391,0,0.0,0.0,25 to 45,1 to 3,F
1392,0,0.0,0.0,25 to 45,1 to 3,F
1393,0,1.0,1.0,25 to 45,1 to 3,F
1394,0,0.0,0.0,25 to 45,More than 3,F
1395,1,0.0,0.0,25 to 45,More than 3,F
1396,0,1.0,1.0,Greater than 45,1 to 3,F
1397,1,1.0,0.0,25 to 45,1 to 3,F
1398,0,0.0,0.0,25 to 45,1 to 3,F
1399,0,0.0,1.0,25 to 45,1 to 3,F
1400,0,0.0,0.0,Greater than 45,More than 3,F
1401,0,1.0,1.0,25 to 45,0,M
1402,0,0.0,1.0,25 to 45,0,M
1403,0,0.0,1.0,25 to 45,More than 3,F
1404,1,0.0,1.0,25 to 45,1 to 3,M
1405,0,0.0,0.0,25 to 45,1 to 3,F
1406,0,0.0,1.0,Less than 25,0,F
1407,0,0.0,1.0,25 to 45,0,F
1408,0,1.0,0.0,Less than 25,0,M
1409,0,0.0,1.0,Less than 25,0,F
1410,0,0.0,1.0,25 to 45,1 to 3,F
1411,0,0.0,1.0,Greater than 45,1 to 3,F
1412,0,0.0,0.0,25 to 45,0,F
1413,0,0.0,1.0,25 to 45,0,F
1414,1,0.0,0.0,25 to 45,1 to 3,F
1415,0,0.0,1.0,Less than 25,1 to 3,F
1416,1,0.0,1.0,25 to 45,0,M
1417,1,0.0,0.0,Less than 25,More than 3,M
1418,0,0.0,0.0,25 to 45,1 to 3,M
1419,1,0.0,0.0,Less than 25,1 to 3,F
1420,1,0.0,1.0,25 to 45,More than 3,F
1421,0,0.0,1.0,25 to 45,More than 3,F
1422,1,1.0,1.0,25 to 45,1 to 3,M
1423,0,0.0,0.0,25 to 45,1 to 3,F
1424,1,0.0,0.0,25 to 45,1 to 3,F
1425,0,0.0,1.0,Greater than 45,1 to 3,F
1426,1,0.0,0.0,Less than 25,1 to 3,F
1427,1,0.0,0.0,25 to 45,More than 3,F
1428,0,1.0,0.0,25 to 45,0,F
1429,1,0.0,1.0,25 to 45,1 to 3,M
1430,0,1.0,1.0,25 to 45,1 to 3,M
1431,1,0.0,0.0,Less than 25,0,F
1432,0,0.0,0.0,25 to 45,1 to 3,F
1433,1,0.0,0.0,25 to 45,More than 3,F
1434,1,0.0,0.0,Less than 25,1 to 3,F
1435,1,1.0,0.0,25 to 45,1 to 3,F
1436,0,0.0,0.0,25 to 45,1 to 3,M
1437,0,0.0,0.0,25 to 45,0,M
1438,1,0.0,0.0,Greater than 45,More than 3,F
1439,0,0.0,0.0,Less than 25,0,F
1440,0,1.0,1.0,25 to 45,1 to 3,F
1441,0,0.0,1.0,25 to 45,More than 3,F
1442,1,0.0,0.0,Less than 25,1 to 3,F
1443,1,0.0,1.0,Less than 25,More than 3,F
1444,0,0.0,1.0,Greater than 45,0,M
1445,0,0.0,1.0,25 to 45,0,F
1446,1,0.0,0.0,25 to 45,More than 3,M
1447,1,1.0,1.0,25 to 45,1 to 3,F
1448,0,0.0,0.0,Less than 25,0,F
1449,1,0.0,0.0,25 to 45,1 to 3,F
1450,0,0.0,1.0,25 to 45,0,F
1451,1,0.0,0.0,Less than 25,1 to 3,M
1452,0,0.0,0.0,Greater than 45,1 to 3,F
1453,0,0.0,1.0,Greater than 45,1 to 3,M
1454,0,0.0,0.0,25 to 45,More than 3,M
1455,0,1.0,1.0,25 to 45,0,F
1456,1,0.0,0.0,Less than 25,0,F
1457,1,0.0,0.0,25 to 45,1 to 3,F
1458,0,1.0,0.0,Greater than 45,More than 3,F
1459,1,0.0,0.0,Greater than 45,1 to 3,F
1460,0,0.0,1.0,25 to 45,1 to 3,F
1461,1,0.0,0.0,Less than 25,0,F
1462,0,0.0,1.0,Greater than 45,More than 3,F
1463,0,0.0,1.0,25 to 45,0,M
1464,1,0.0,0.0,25 to 45,0,M
1465,0,1.0,0.0,25 to 45,1 to 3,F
1466,0,0.0,0.0,Greater than 45,0,F
1467,1,0.0,0.0,25 to 45,1 to 3,F
1468,0,0.0,0.0,25 to 45,1 to 3,F
1469,0,1.0,1.0,25 to 45,0,M
1470,0,0.0,0.0,25 to 45,0,F
1471,1,0.0,0.0,25 to 45,More than 3,F
1472,1,0.0,0.0,25 to 45,More than 3,F
1473,0,1.0,1.0,Less than 25,1 to 3,F
1474,0,1.0,1.0,25 to 45,More than 3,F
1475,1,0.0,1.0,Greater than 45,0,F
1476,0,0.0,1.0,25 to 45,0,F
1477,1,1.0,0.0,Less than 25,0,F
1478,0,0.0,1.0,Greater than 45,1 to 3,F
1479,0,0.0,0.0,25 to 45,1 to 3,M
1480,0,0.0,0.0,Greater than 45,1 to 3,F
1481,1,0.0,1.0,Less than 25,1 to 3,F
1482,0,0.0,0.0,25 to 45,1 to 3,F
1483,1,0.0,1.0,25 to 45,More than 3,M
1484,0,0.0,0.0,25 to 45,1 to 3,F
1485,1,0.0,1.0,Less than 25,1 to 3,M
1486,1,1.0,0.0,25 to 45,More than 3,F
1487,0,0.0,1.0,25 to 45,0,F
1488,0,0.0,1.0,25 to 45,1 to 3,M
1489,0,0.0,1.0,Less than 25,0,F
1490,1,0.0,1.0,Greater than 45,More than 3,F
1491,1,0.0,0.0,Greater than 45,More than 3,F
1492,0,0.0,0.0,25 to 45,More than 3,F
1493,1,0.0,1.0,25 to 45,0,F
1494,1,0.0,1.0,Less than 25,1 to 3,F
1495,1,0.0,0.0,25 to 45,More than 3,F
1496,1,1.0,1.0,25 to 45,1 to 3,M
1497,1,0.0,0.0,25 to 45,More than 3,F
1498,0,0.0,1.0,Less than 25,0,F
1499,1,0.0,1.0,25 to 45,More than 3,F
1500,0,1.0,0.0,25 to 45,1 to 3,F
1501,1,0.0,0.0,25 to 45,1 to 3,F
1502,1,0.0,1.0,25 to 45,More than 3,M
1503,0,0.0,1.0,Less than 25,1 to 3,M
1504,1,1.0,1.0,25 to 45,1 to 3,F
1505,1,0.0,0.0,Greater than 45,More than 3,F
1506,0,0.0,0.0,25 to 45,More than 3,F
1507,0,1.0,1.0,25 to 45,1 to 3,F
1508,0,0.0,0.0,Greater than 45,More than 3,F
1509,1,0.0,0.0,Less than 25,0,F
1510,1,0.0,0.0,Less than 25,More than 3,F
1511,0,0.0,1.0,25 to 45,More than 3,F
1512,1,0.0,1.0,25 to 45,0,M
1513,0,0.0,0.0,Less than 25,0,F
1514,0,0.0,1.0,25 to 45,1 to 3,M
1515,1,0.0,0.0,25 to 45,More than 3,F
1516,0,0.0,1.0,Less than 25,0,M
1517,1,0.0,0.0,Less than 25,1 to 3,F
1518,1,0.0,0.0,Less than 25,1 to 3,F
1519,1,1.0,1.0,25 to 45,0,F
1520,0,0.0,0.0,25 to 45,1 to 3,M
1521,0,0.0,0.0,Greater than 45,More than 3,F
1522,0,0.0,0.0,Greater than 45,1 to 3,M
1523,1,0.0,0.0,25 to 45,More than 3,F
1524,1,0.0,0.0,25 to 45,More than 3,F
1525,0,0.0,0.0,25 to 45,1 to 3,F
1526,1,0.0,0.0,25 to 45,1 to 3,F
1527,0,0.0,0.0,Less than 25,0,F
1528,0,0.0,1.0,Greater than 45,1 to 3,F
1529,1,0.0,0.0,25 to 45,1 to 3,F
1530,0,0.0,1.0,Less than 25,0,M
1531,1,0.0,1.0,Greater than 45,0,M
1532,0,0.0,0.0,Greater than 45,More than 3,F
1533,1,0.0,0.0,25 to 45,1 to 3,F
1534,0,0.0,0.0,Less than 25,1 to 3,F
1535,1,0.0,0.0,25 to 45,0,F
1536,1,0.0,0.0,25 to 45,More than 3,M
1537,0,0.0,0.0,25 to 45,More than 3,F
1538,1,0.0,0.0,25 to 45,1 to 3,F
1539,0,0.0,1.0,Greater than 45,More than 3,M
1540,0,1.0,1.0,Greater than 45,1 to 3,F
1541,1,0.0,0.0,25 to 45,More than 3,M
1542,1,1.0,1.0,Greater than 45,0,F
1543,0,1.0,1.0,Greater than 45,More than 3,M
1544,1,0.0,0.0,Greater than 45,0,M
1545,0,1.0,0.0,Less than 25,0,M
1546,0,0.0,0.0,25 to 45,1 to 3,F
1547,0,0.0,1.0,25 to 45,1 to 3,M
1548,1,0.0,0.0,25 to 45,More than 3,F
1549,0,0.0,0.0,Greater than 45,More than 3,F
1550,1,0.0,0.0,25 to 45,More than 3,F
1551,1,0.0,1.0,25 to 45,More than 3,F
1552,0,1.0,0.0,Less than 25,1 to 3,M
1553,1,0.0,0.0,25 to 45,More than 3,F
1554,0,0.0,1.0,Less than 25,0,F
1555,1,0.0,0.0,Less than 25,More than 3,F
1556,0,0.0,0.0,25 to 45,More than 3,M
1557,0,0.0,1.0,Greater than 45,0,F
1558,1,0.0,0.0,25 to 45,More than 3,F
1559,0,0.0,1.0,Less than 25,More than 3,F
1560,0,0.0,0.0,25 to 45,More than 3,F
1561,1,0.0,0.0,Less than 25,More than 3,F
1562,1,0.0,0.0,25 to 45,More than 3,M
1563,1,0.0,0.0,Less than 25,More than 3,F
1564,0,0.0,0.0,25 to 45,1 to 3,M
1565,1,0.0,1.0,Less than 25,1 to 3,F
1566,0,0.0,1.0,Greater than 45,More than 3,F
1567,1,1.0,0.0,25 to 45,More than 3,F
1568,0,1.0,0.0,25 to 45,0,M
1569,1,0.0,0.0,Greater than 45,More than 3,F
1570,1,0.0,1.0,25 to 45,0,F
1571,0,0.0,1.0,Less than 25,0,F
1572,0,1.0,0.0,Greater than 45,More than 3,F
1573,0,0.0,1.0,Less than 25,0,M
1574,1,0.0,0.0,Greater than 45,More than 3,F
1575,0,0.0,1.0,Greater than 45,1 to 3,M
1576,0,0.0,0.0,Less than 25,0,F
1577,1,0.0,0.0,25 to 45,More than 3,M
1578,0,0.0,0.0,Less than 25,0,F
1579,1,0.0,1.0,Less than 25,1 to 3,F
1580,0,0.0,1.0,25 to 45,More than 3,M
1581,0,0.0,0.0,25 to 45,More than 3,F
1582,1,0.0,1.0,25 to 45,1 to 3,F
1583,1,1.0,1.0,25 to 45,1 to 3,M
1584,1,0.0,1.0,Less than 25,0,M
1585,0,0.0,1.0,Greater than 45,1 to 3,F
1586,0,0.0,0.0,25 to 45,1 to 3,M
1587,1,0.0,1.0,25 to 45,1 to 3,F
1588,1,0.0,1.0,Less than 25,0,F
1589,0,0.0,0.0,Greater than 45,More than 3,M
1590,1,0.0,1.0,25 to 45,1 to 3,F
1591,1,0.0,0.0,25 to 45,0,M
1592,0,0.0,1.0,25 to 45,More than 3,F
1593,1,1.0,0.0,25 to 45,More than 3,F
1594,1,0.0,1.0,25 to 45,More than 3,F
1595,1,0.0,0.0,25 to 45,1 to 3,F
1596,0,0.0,0.0,Less than 25,0,F
1597,1,0.0,0.0,25 to 45,More than 3,M
1598,1,0.0,0.0,Less than 25,More than 3,F
1599,0,0.0,0.0,25 to 45,0,M
1600,0,0.0,1.0,25 to 45,0,M
1601,0,0.0,1.0,Greater than 45,0,F
1602,0,1.0,0.0,Less than 25,1 to 3,F
1603,0,1.0,0.0,25 to 45,1 to 3,M
1604,1,1.0,0.0,25 to 45,More than 3,M
1605,1,0.0,0.0,25 to 45,More than 3,F
1606,0,0.0,0.0,Greater than 45,More than 3,F
1607,1,0.0,0.0,Greater than 45,More than 3,M
1608,1,0.0,0.0,25 to 45,More than 3,F
1609,0,0.0,1.0,Greater than 45,1 to 3,F
1610,0,1.0,0.0,25 to 45,1 to 3,F
1611,0,1.0,1.0,25 to 45,More than 3,F
1612,0,0.0,1.0,25 to 45,More than 3,F
1613,0,0.0,0.0,Less than 25,0,F
1614,0,1.0,0.0,Less than 25,1 to 3,F
1615,1,1.0,1.0,Greater than 45,0,M
1616,0,0.0,0.0,25 to 45,1 to 3,M
1617,0,0.0,1.0,Greater than 45,1 to 3,F
1618,0,0.0,0.0,Less than 25,0,F
1619,0,0.0,0.0,25 to 45,1 to 3,M
1620,0,1.0,0.0,25 to 45,More than 3,F
1621,1,0.0,0.0,25 to 45,1 to 3,M
1622,1,1.0,1.0,Less than 25,0,F
1623,1,0.0,0.0,Less than 25,1 to 3,F
1624,0,0.0,1.0,Greater than 45,More than 3,M
1625,1,0.0,0.0,25 to 45,More than 3,M
1626,0,0.0,0.0,Greater than 45,More than 3,M
1627,0,0.0,0.0,Less than 25,1 to 3,M
1628,1,0.0,0.0,25 to 45,1 to 3,F
1629,0,0.0,1.0,25 to 45,More than 3,F
1630,0,0.0,1.0,Greater than 45,1 to 3,F
1631,0,0.0,1.0,Greater than 45,More than 3,F
1632,1,0.0,1.0,25 to 45,More than 3,F
1633,1,1.0,0.0,25 to 45,More than 3,F
1634,0,0.0,1.0,25 to 45,1 to 3,F
1635,1,1.0,0.0,Less than 25,1 to 3,F
1636,1,1.0,0.0,25 to 45,0,F
1637,1,0.0,0.0,25 to 45,1 to 3,M
1638,1,1.0,1.0,25 to 45,1 to 3,M
1639,0,0.0,1.0,25 to 45,More than 3,F
1640,0,1.0,0.0,Greater than 45,0,F
1641,0,0.0,1.0,25 to 45,0,F
1642,1,0.0,1.0,25 to 45,More than 3,F
1643,0,1.0,1.0,25 to 45,0,M
1644,0,0.0,0.0,25 to 45,More than 3,M
1645,1,1.0,1.0,25 to 45,More than 3,F
1646,1,0.0,0.0,Greater than 45,More than 3,M
1647,1,1.0,1.0,25 to 45,1 to 3,F
1648,0,1.0,1.0,Greater than 45,0,M
1649,0,0.0,0.0,Greater than 45,More than 3,F
1650,0,0.0,0.0,Greater than 45,1 to 3,F
1651,1,0.0,0.0,25 to 45,1 to 3,M
1652,1,0.0,1.0,Less than 25,1 to 3,F
1653,1,0.0,0.0,25 to 45,0,F
1654,1,0.0,0.0,25 to 45,1 to 3,F
1655,1,0.0,1.0,Less than 25,1 to 3,F
1656,1,1.0,0.0,25 to 45,0,F
1657,1,0.0,0.0,25 to 45,More than 3,M
1658,0,0.0,0.0,Greater than 45,1 to 3,M
1659,0,0.0,0.0,25 to 45,More than 3,F
1660,1,0.0,0.0,25 to 45,1 to 3,M
1661,1,0.0,1.0,25 to 45,1 to 3,F
1662,1,0.0,0.0,25 to 45,More than 3,F
1663,0,1.0,1.0,25 to 45,More than 3,M
1664,0,1.0,1.0,25 to 45,1 to 3,F
1665,1,0.0,0.0,25 to 45,More than 3,F
1666,1,0.0,0.0,25 to 45,1 to 3,F
1667,0,0.0,0.0,25 to 45,More than 3,F
